City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
469,Lorengau,PG,80.62,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
470,Batsfjord,NO,30.13,light snow,70.6345,29.7185,Adventure Apartements
471,Hambantota,LK,80.76,overcast clouds,6.1241,81.1185,Bungalow 63
472,Nizhnevartovsk,RU,37.42,clear sky,60.9344,76.5531,Luch
473,Wageningen,NL,70.18,overcast clouds,51.9667,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
474,San Carlos,VE,98.22,broken clouds,9.6612,-68.5827,Hotel Paternopoli
475,Vanimo,PG,78.04,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
476,Pedasi,PA,92.07,overcast clouds,7.5333,-80.0333,Selina Pedasi
477,Sola,VU,81.73,scattered clouds,-13.8833,167.55,Leumerus Bungalows
478,Mataram,ID,78.71,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
479,Lagoa,PT,60.57,overcast clouds,39.05,-27.9833,Casa Das Faias
480,Saldanha,ZA,66.25,scattered clouds,-33.0117,17.9442,Blue Bay Lodge
481,Muisne,EC,79.05,overcast clouds,0.6,-80.0333,Quinta Samay
482,Usinsk,RU,34.57,snow,65.9939,57.5281,Dobro Pozhalovaty
483,Zalari,RU,27.82,overcast clouds,53.5584,102.5065,"""Belyye Rosy"""
484,Sault Sainte Marie,CA,52.36,clear sky,46.5168,-84.3333,Comfort Inn
485,Klaksvik,FO,41.92,overcast clouds,62.2266,-6.589,Airbnb rooms
487,Scottsbluff,US,46.63,overcast clouds,41.8666,-103.6672,Hampton Inn & Suites Scottsbluff-Conference Center
488,Batesville,US,74.84,overcast clouds,35.7698,-91.641,"Holiday Inn Express & Suites Batesville, an IHG Hotel"
489,Peski,RU,53.17,overcast clouds,55.2163,38.7626,Dachi Khudozhnikov
490,Guaruja,BR,85.89,few clouds,-23.9931,-46.2564,Charme Hotel Guarujá
491,Fare,PF,81.95,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
492,Vaitape,PF,81.73,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
493,Chivacoa,VE,91.51,broken clouds,10.1603,-68.895,Hotel Fache C.A
494,Vetapalem,IN,83.07,broken clouds,15.7833,80.3167,Lelavathi hotel
495,Naryan-Mar,RU,34.41,overcast clouds,67.6713,53.087,Hostel Agat
496,Sokoni,TZ,80.46,overcast clouds,-6.4333,39.55,Ujamaa Beach Resort
497,Casablanca,MA,68.22,broken clouds,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
500,Kavaratti,IN,84.87,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
501,Vacha,RU,51.53,overcast clouds,55.8008,42.7706,Dom Druga
502,Pimentel,PE,77.29,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
503,San Angelo,US,91.29,clear sky,31.4638,-100.437,"Motel 6 San Angelo, TX"
504,Qujing,CN,51.73,few clouds,25.4833,103.7833,Yulong Hotel
505,Pafos,CY,58.78,clear sky,34.7667,32.4167,Elysium Hotel
506,Ranong,TH,79.54,broken clouds,9.9658,98.6348,Tinidee Hotel@Ranong
507,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
509,Mecca,SA,85.71,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
510,Warrington,GB,57.96,broken clouds,53.3925,-2.5802,Villaggio Hotel
511,Pontianak,ID,76.98,thunderstorm,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
512,Sept-Iles,CA,37.83,overcast clouds,50.2001,-66.3821,Comfort Inn
514,Ulladulla,AU,58.1,overcast clouds,-35.35,150.4667,Sandpiper Motel
515,Tamale,GH,98.42,broken clouds,9.4008,-0.8393,Tap Hotel
516,Torrevieja,ES,64.35,overcast clouds,37.9787,-0.6822,Hotel Fontana Plaza
518,Buzdyak,RU,42.33,overcast clouds,54.5833,54.55,Tgk Alisa
520,Saint John,CA,46.18,light rain,45.2727,-66.0677,Delta Hotels by Marriott Saint John
521,San Andres,CO,86.02,few clouds,12.5847,-81.7006,Hotel Arena Blanca
522,Grand Gaube,MU,77.4,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
523,Juneau,US,32.22,few clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
524,Suhbaatar,MN,30.36,light snow,50.2314,106.2078,Hotel Nine
525,Baraboo,US,60.94,overcast clouds,43.4711,-89.7443,Thunderbird Motor Inn
527,Noumea,NC,77.0,few clouds,-22.2763,166.4572,Hôtel Le Lagon
528,Yatou,CN,48.78,overcast clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
529,Carlagan,PH,77.97,overcast clouds,14.975,122.0456,Cabatagan Island
530,Ararat,AM,53.94,clear sky,39.8317,44.7049,NORSED MOTEL/НОРСЕД МОТЕЛЬ/ՆՈՐՍԵԴ ՄՈԹԵԼ
531,Andrews,US,82.27,clear sky,32.3187,-102.5457,Days Inn by Wyndham Andrews Texas
532,Esperance,AU,64.24,broken clouds,-33.8667,121.9,Hospitality Esperance
533,Oistins,BB,86.09,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
534,Kismayo,SO,81.64,light rain,-0.3582,42.5454,Agan-Hotel
535,Yar-Sale,RU,34.77,overcast clouds,66.8333,70.8333,Yalemd
536,Blackwater,AU,68.13,clear sky,-23.5833,148.8833,Blackwater Motor Inn
539,Cortez,US,34.7,overcast clouds,37.3489,-108.5859,Sand Canyon National 9 Inn
540,Sungaipenuh,ID,64.81,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
541,Kangaatsiaq,GL,28.02,scattered clouds,68.3065,-53.4641,Nukissiorfiit
542,Lewistown,US,69.21,clear sky,40.5992,-77.5714,Quality Inn & Suites
543,Nauta,PE,83.1,broken clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
544,Riyadh,SA,95.14,broken clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
545,Alofi,NU,69.69,overcast clouds,-19.0595,-169.9187,Taloa Heights
546,Bemidji,US,39.29,overcast clouds,47.4736,-94.8803,Hampton Inn & Suites Bemidji
548,Jiangkou,CN,68.5,clear sky,25.4872,119.1986,DFM Hotel
549,Los Llanos De Aridane,ES,62.35,scattered clouds,28.6585,-17.9182,Valle Aridane
550,Cockburn Town,TC,76.82,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
551,Nuqui,CO,82.71,moderate rain,5.7125,-77.2708,Hotel Nuquimar
552,Suntar,RU,16.38,overcast clouds,62.1444,117.6319,Гостевая квартира
553,Alexandria,EG,62.56,scattered clouds,31.2156,29.9553,Royal Crown Hotel
554,Ketchikan,US,39.67,clear sky,55.3422,-131.6461,Snow's Cove Lodge
555,Perove,UA,41.43,overcast clouds,44.9333,34.0667,5 Zvezd
556,Srikakulam,IN,81.09,broken clouds,18.3,83.9,Micro Systems
557,Chekhov,RU,42.69,overcast clouds,55.1431,37.4711,Domik v derevne
558,Yelizovo,RU,23.14,clear sky,53.1873,158.3805,Kamchatskiy Stil' Hostel
559,La Palma,US,65.91,few clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
561,Kathmandu,NP,70.02,few clouds,27.7167,85.3167,Hotel Shanker Kathmandu
562,Yazoo City,US,79.7,broken clouds,32.8551,-90.4056,Hampton Inn Yazoo City
564,Abu Dhabi,AE,87.91,clear sky,24.4667,54.3667,Beach Rotana
565,Santa Maria,BR,78.1,broken clouds,-29.6842,-53.8069,Hotel Morotin
566,Ostersund,SE,39.65,clear sky,63.1792,14.6357,Best Western Hotel Gamla Teatern
567,Placido De Castro,BR,86.74,broken clouds,-10.3353,-67.1856,Hotel Carioca
568,Den Chai,TH,84.06,broken clouds,17.9837,100.0522,Ruean Saen Hotel
569,Guiren,CN,53.1,light rain,33.6697,118.1889,Suyuan Hotel
570,Gulf Gate Estates,US,84.06,clear sky,27.2517,-82.5147,Best Western Plus Siesta Key Gateway
571,Imbituba,BR,76.82,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
572,Otane,NZ,57.0,light rain,-39.8833,176.6333,Ludlow Farmstay
573,Liverpool,GB,57.78,broken clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
575,Saint Anthony,US,55.0,broken clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
576,Klerksdorp,ZA,66.24,broken clouds,-26.8521,26.6667,Alte Welkom Guesthouse
577,Trujillo,PE,66.16,fog,-8.116,-79.03,Casa Andina Standard Trujillo Plaza
578,Sorong,ID,80.62,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
579,Bose,IT,62.15,overcast clouds,45.4612,8.0137,Locanda Borgo Antico
580,Garden City,US,66.36,few clouds,42.3256,-83.331,Big Trees Mobile Home Community
581,Magna,US,36.61,broken clouds,40.7091,-112.1016,Kopper View Manufactured Home Community
582,Bonavista,CA,32.41,light snow,48.6499,-53.1147,Sweet Sharons bnb
583,Noyabrsk,RU,31.51,overcast clouds,63.1994,75.4507,Hotel Uyutnaya
584,Williams Lake,CA,29.77,scattered clouds,52.1415,-122.1445,Stampeder Motel
585,Kingsport,US,65.59,overcast clouds,36.5484,-82.5618,MeadowView Conference Resort & Convention Center
587,Linxia,CN,44.26,clear sky,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
588,Ambilobe,MG,75.11,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
589,Rio Cuarto,AR,51.57,overcast clouds,-33.1307,-64.3499,Hotel Menossi
590,Seitin,RO,55.54,few clouds,46.1,20.85,Mureș ”La Căsoaie”
591,Dese,ET,59.11,scattered clouds,11.1333,39.6333,Joamla Hotel
592,La Baule-Escoublac,FR,60.46,clear sky,47.2922,-2.364,Hôtel Barrière Le Royal La Baule
593,Voi,KE,76.51,overcast clouds,-3.3945,38.563,Voi Wildlife Lodge
594,Ambulu,ID,74.88,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
595,Wangqing,CN,37.65,overcast clouds,43.3218,129.7634,Jianan Fashion Hotel
596,Vardo,NO,30.31,broken clouds,70.3705,31.1107,Vardø Hotel AS
597,North Bend,US,47.07,broken clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
598,Anchorage,US,37.65,clear sky,61.2181,-149.9003,Hotel Captain Cook
599,Depalpur,IN,81.0,overcast clouds,22.85,75.55,222 Shiv palace शिव पैलेस
600,Mackay,AU,75.18,broken clouds,-21.15,149.2,International Lodge Motel
601,Banda Aceh,ID,81.05,broken clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
602,Lunino,RU,50.32,broken clouds,53.5918,45.2271,Мини гостиница у Славы
603,Khategaon,IN,94.53,overcast clouds,22.6,76.9167,Sawariya Palace
604,Inegol,TR,45.68,broken clouds,40.0781,29.5133,Hotel Park Inegöl
605,Varzelandia,BR,89.22,broken clouds,-15.7014,-44.0275,Pousada Portal da Cidade
606,Porto Novo,BJ,85.55,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
608,Reinosa,ES,53.1,overcast clouds,42.9996,-4.138,Hotel Vejo
609,Macherla,IN,84.0,broken clouds,16.4833,79.4333,Vivek express
610,Kautokeino,NO,20.5,broken clouds,69.0125,23.0412,Thon Hotel Kautokeino
611,Palana,RU,12.02,overcast clouds,59.1167,159.9667,Chikago
612,Huron,US,65.66,clear sky,41.1501,-82.5499,Meadow Brook Mobile Estates
613,Grenfell,AU,51.33,broken clouds,-33.9,148.1667,Grenfell Royal Hotel
614,Valparaiso,CL,70.03,clear sky,-33.0393,-71.6273,Hotel Ultramar
615,Manggar,ID,80.71,overcast clouds,-2.8833,108.2667,Guest Hotel
616,Xining,CN,40.12,overcast clouds,36.6167,101.7667,Super Leisure Hotel
617,Itarema,BR,82.85,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
618,Cabra,ES,56.66,overcast clouds,37.4725,-4.4421,MS Fuente Las Piedras
619,Trelew,AR,61.66,scattered clouds,-43.249,-65.3051,Hotel Touring Club
620,Vestmannaeyjar,IS,43.79,few clouds,63.4427,-20.2734,Glamping & Camping
621,Selikhino,RU,26.71,overcast clouds,50.3672,137.4996,Tosklivyy Dom
623,Bodden Town,KY,84.2,broken clouds,19.2833,-81.25,Will T Place
624,Belyy Yar,RU,31.89,light shower snow,53.6039,91.3903,Pasportnyy Stol
625,Takoradi,GH,84.99,overcast clouds,4.8845,-1.7554,Raybow International Hotel
626,Marquette,US,51.78,broken clouds,46.5333,-87.6335,Al Quaal Lodge
627,Jagodina,RS,51.85,clear sky,43.9814,21.2622,Hill Hotel Jagodina
628,Dingle,PH,72.57,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
630,Akyab,MM,81.14,clear sky,20.15,92.9,Hotel Memory
631,Biankouma,CI,83.14,light rain,7.7391,-7.6138,Hôtel Licolais
632,Porto Velho,BR,84.25,moderate rain,-8.7619,-63.9039,Ecos Hotel Conforto
633,Peterborough,GB,63.9,broken clouds,52.5736,-0.2478,Park Inn by Radisson Peterborough Hotel
634,Pakxan,LA,79.14,scattered clouds,18.3778,103.6601,Kong Kham Pheng Guesthouse
635,Guayaramerin,BO,87.85,scattered clouds,-10.8368,-65.3614,Hostal Funf
636,Wanaka,NZ,39.11,clear sky,-44.7,169.15,Wanaka Homestead Lodge and Cottages
637,Kuliyapitiya,LK,74.88,moderate rain,7.4688,80.0401,Rest House
638,Hualmay,PE,72.21,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
639,Manadhoo,MV,84.18,scattered clouds,5.7667,73.3833,Bon Abri maldives
640,Alugan,PH,77.0,overcast clouds,12.2188,125.4808,JM Lodge
641,Byron Bay,AU,66.09,overcast clouds,-28.65,153.6167,Backpackers Inn
642,Cam Ranh,VN,76.96,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
643,Dongkan,CN,51.6,moderate rain,33.9997,119.8308,Triumphal Resort
644,Eftimie Murgu,RO,51.53,clear sky,44.9003,22.0928,Pensiune
646,Mitsamiouli,KM,82.69,few clouds,-11.3847,43.2844,Foyer ADM
647,Bokony,HU,51.46,scattered clouds,47.7333,21.75,Kemencés Vendégház
649,Ca Mau,VN,77.83,scattered clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
650,Manokwari,ID,77.99,broken clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
651,Aljezur,PT,60.44,clear sky,37.3191,-8.8033,Amazigh Hostel
652,Huanren,CN,39.24,overcast clouds,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
653,Umm Lajj,SA,75.6,overcast clouds,25.0213,37.2685,Moon light Furnished Units
654,El Dorado,US,43.79,clear sky,38.7666,-120.5177,South Fork Group Campground
655,Aiken,US,81.57,clear sky,33.5835,-81.5998,Aiken Cottages
656,Hovd,MN,35.33,clear sky,48.0056,91.6419,Hotel Khovd
658,Kralendijk,BQ,85.98,broken clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
659,Valleyview,CA,12.24,overcast clouds,55.0667,-117.2859,Paradise Inn & Suites
660,San Zenon,CO,93.42,overcast clouds,9.2422,-74.5004,HOTEL TIERRAFIRME
661,Soligalich,RU,42.12,overcast clouds,59.0778,42.2864,Kurort Im. A.p. Borodina
662,Dzaoudzi,YT,80.49,broken clouds,-12.7887,45.2699,Le Rocher
663,Saiha,IN,68.61,few clouds,22.4833,92.9667,"Circuit House, Siaha"
664,Tchaourou,BJ,87.04,broken clouds,8.8865,2.5975,SAFIR HOTEL
665,Concarneau,FR,57.81,broken clouds,47.875,-3.9225,Brit Hotel de L' Océan
666,Guerrero Negro,MX,63.46,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
667,Marawi,PH,68.7,light rain,7.9986,124.2928,Derogongan Residence
668,Whitehorse,CA,14.09,clear sky,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
671,Sao Domingos Do Maranhao,BR,83.23,overcast clouds,-5.5758,-44.3853,Pousada Babaçu
672,Rockland,US,67.1,broken clouds,41.1668,-74.0496,National Camp Association
673,Dera Ghazi Khan,PK,89.78,clear sky,30.0561,70.6348,Hamlani Khosa Chowk
674,Sao Borja,BR,76.95,scattered clouds,-28.6606,-56.0044,Hotel Executivo
675,Kalininsk,RU,54.36,scattered clouds,51.5,44.4758,Guest House on Chekhova
676,Inuvik,CA,18.46,clear sky,68.3499,-133.7218,Nova Inn Inuvik
677,Samarai,PG,82.9,broken clouds,-10.6167,150.6667,Nuli Sapi
678,Dhadar,IN,85.5,scattered clouds,28.3305,75.0632,ढाढर
679,Jieshou,CN,53.26,moderate rain,33.2634,115.3611,Vatica Jieshou City New Passenger Transport Center Hotel
680,Ixtlan Del Rio,MX,82.4,scattered clouds,21.0333,-104.3667,Hotel Plaza Hidalgo
681,Mehran,IR,77.77,broken clouds,33.1222,46.1646,بوتیک زنانه بهار
683,Ambovombe,MG,73.85,overcast clouds,-25.1667,46.0833,RELAHARA
684,San Jose,US,56.53,few clouds,37.3394,-121.895,The Westin San Jose
685,Tuy Hoa,VN,74.07,scattered clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
686,Mayo,US,75.78,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
687,Kachug,RU,23.38,overcast clouds,53.9606,105.8817,"The hotel ""Empire"""
689,Carbonia,IT,61.75,broken clouds,39.1672,8.5222,Lu 'Hotel
690,Derzhavinsk,KZ,47.86,overcast clouds,51.1,66.3167,Ooo.khim Baza
691,Ratnagiri,IN,83.97,broken clouds,16.9833,73.3,Hotel Landmark
692,Bartica,GY,82.72,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
693,Rawson,AR,60.31,few clouds,-43.3002,-65.1023,Hosteria Sampedro
