City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Puerto Ayacucho,VE,5.6639,-67.6236,95.61,39,75,4.05,broken clouds
463,Port-Cartier,CA,50.0334,-66.8654,37.51,99,100,4.72,overcast clouds
464,Gat,IL,31.61,34.7642,61.81,100,0,7.61,clear sky
465,Saint Andrews,US,34.0454,-81.1293,83.12,39,75,12.66,broken clouds
466,Labuhan,ID,-6.8844,112.2051,78.64,80,80,4.59,broken clouds
467,Antofagasta,CL,-23.65,-70.4,63.68,69,2,9.86,clear sky
468,Soe,ID,-9.8607,124.284,65.64,87,99,3.89,overcast clouds
469,Lorengau,PG,-2.0226,147.2712,80.62,78,28,6.08,scattered clouds
470,Batsfjord,NO,70.6345,29.7185,30.13,69,75,13.8,light snow
471,Hambantota,LK,6.1241,81.1185,80.76,82,96,10.6,overcast clouds
472,Nizhnevartovsk,RU,60.9344,76.5531,37.42,56,0,0.0,clear sky
473,Wageningen,NL,51.9667,5.6667,70.18,50,100,6.91,overcast clouds
474,San Carlos,VE,9.6612,-68.5827,98.22,29,51,6.49,broken clouds
475,Vanimo,PG,-2.6741,141.3028,78.04,89,68,7.45,broken clouds
476,Pedasi,PA,7.5333,-80.0333,92.07,69,100,14.74,overcast clouds
477,Sola,VU,-13.8833,167.55,81.73,66,49,6.35,scattered clouds
478,Mataram,ID,-8.5833,116.1167,78.71,81,100,4.61,overcast clouds
479,Lagoa,PT,39.05,-27.9833,60.57,84,97,21.74,overcast clouds
480,Saldanha,ZA,-33.0117,17.9442,66.25,83,37,10.78,scattered clouds
481,Muisne,EC,0.6,-80.0333,79.05,80,94,11.36,overcast clouds
482,Usinsk,RU,65.9939,57.5281,34.57,100,100,10.18,snow
483,Zalari,RU,53.5584,102.5065,27.82,65,94,3.22,overcast clouds
484,Sault Sainte Marie,CA,46.5168,-84.3333,52.36,47,0,9.22,clear sky
485,Klaksvik,FO,62.2266,-6.589,41.92,88,100,23.26,overcast clouds
486,Lumeje,AO,-11.55,20.7833,72.28,71,91,3.96,overcast clouds
487,Scottsbluff,US,41.8666,-103.6672,46.63,48,100,26.46,overcast clouds
488,Batesville,US,35.7698,-91.641,74.84,69,100,13.8,overcast clouds
489,Peski,RU,55.2163,38.7626,53.17,79,100,6.04,overcast clouds
490,Guaruja,BR,-23.9931,-46.2564,85.89,26,20,9.22,few clouds
491,Fare,PF,-16.7,-151.0167,81.95,73,2,16.58,clear sky
492,Vaitape,PF,-16.5167,-151.75,81.73,73,9,15.37,clear sky
493,Chivacoa,VE,10.1603,-68.895,91.51,43,55,2.89,broken clouds
494,Vetapalem,IN,15.7833,80.3167,83.07,82,84,13.15,broken clouds
495,Naryan-Mar,RU,67.6713,53.087,34.41,95,100,12.06,overcast clouds
496,Sokoni,TZ,-6.4333,39.55,80.46,79,100,8.9,overcast clouds
497,Casablanca,MA,33.5928,-7.6192,68.22,72,75,12.66,broken clouds
498,Ust-Kuyga,RU,70.0167,135.6,-8.41,100,100,2.26,overcast clouds
499,Srednekolymsk,RU,67.45,153.6833,-15.27,100,27,2.06,scattered clouds
500,Kavaratti,IN,10.5669,72.642,84.87,72,100,9.06,overcast clouds
501,Vacha,RU,55.8008,42.7706,51.53,77,100,5.17,overcast clouds
502,Pimentel,PE,-6.8367,-79.9342,77.29,57,0,14.97,clear sky
503,San Angelo,US,31.4638,-100.437,91.29,36,0,13.8,clear sky
504,Qujing,CN,25.4833,103.7833,51.73,68,12,1.45,few clouds
505,Pafos,CY,34.7667,32.4167,58.78,47,0,5.75,clear sky
506,Ranong,TH,9.9658,98.6348,79.54,86,61,2.62,broken clouds
507,Miri,MY,4.4148,114.0089,77.14,94,40,2.3,scattered clouds
508,Katete,UG,-0.7818,29.7544,66.2,78,75,4.27,broken clouds
509,Mecca,SA,21.4267,39.8261,85.71,36,0,5.19,clear sky
510,Warrington,GB,53.3925,-2.5802,57.96,86,75,11.5,broken clouds
511,Pontianak,ID,-0.0333,109.3333,76.98,94,40,0.0,thunderstorm
512,Sept-Iles,CA,50.2001,-66.3821,37.83,77,100,5.75,overcast clouds
513,Obo,CF,5.3998,26.4869,75.36,74,95,4.16,overcast clouds
514,Ulladulla,AU,-35.35,150.4667,58.1,83,90,7.02,overcast clouds
515,Tamale,GH,9.4008,-0.8393,98.42,28,56,3.11,broken clouds
516,Torrevieja,ES,37.9787,-0.6822,64.35,75,100,5.99,overcast clouds
517,Hegang,CN,47.4,130.3667,31.64,60,5,5.01,clear sky
518,Buzdyak,RU,54.5833,54.55,42.33,90,93,4.79,overcast clouds
519,Kuntaur,GM,13.6667,-14.8833,105.67,9,65,4.81,broken clouds
520,Saint John,CA,45.2727,-66.0677,46.18,85,100,11.5,light rain
521,San Andres,CO,12.5847,-81.7006,86.02,70,20,16.11,few clouds
522,Grand Gaube,MU,-20.0064,57.6608,77.4,85,3,5.99,clear sky
523,Juneau,US,58.3019,-134.4197,32.22,60,20,17.27,few clouds
524,Suhbaatar,MN,50.2314,106.2078,30.36,51,99,14.41,light snow
525,Baraboo,US,43.4711,-89.7443,60.94,41,98,4.0,overcast clouds
526,Lokosovo,RU,61.1333,74.8167,30.36,97,60,4.59,broken clouds
527,Noumea,NC,-22.2763,166.4572,77.0,99,12,7.11,few clouds
528,Yatou,CN,37.15,122.3833,48.78,59,100,16.26,overcast clouds
529,Carlagan,PH,14.975,122.0456,77.97,84,98,6.26,overcast clouds
530,Ararat,AM,39.8317,44.7049,53.94,36,0,7.99,clear sky
531,Andrews,US,32.3187,-102.5457,82.27,14,0,24.16,clear sky
532,Esperance,AU,-33.8667,121.9,64.24,90,75,8.66,broken clouds
533,Oistins,BB,13.0667,-59.5333,86.09,58,20,23.02,few clouds
534,Kismayo,SO,-0.3582,42.5454,81.64,77,81,10.27,light rain
535,Yar-Sale,RU,66.8333,70.8333,34.77,99,100,14.94,overcast clouds
536,Blackwater,AU,-23.5833,148.8833,68.13,86,0,6.87,clear sky
537,Evensk,RU,61.95,159.2333,6.69,75,99,11.88,overcast clouds
538,Bereslavka,RU,48.6254,44.0449,62.69,50,70,19.26,broken clouds
539,Cortez,US,37.3489,-108.5859,34.7,80,100,0.0,overcast clouds
540,Sungaipenuh,ID,-2.0833,101.3833,64.81,97,99,0.76,overcast clouds
541,Kangaatsiaq,GL,68.3065,-53.4641,28.02,73,30,7.38,scattered clouds
542,Lewistown,US,40.5992,-77.5714,69.21,73,0,4.61,clear sky
543,Nauta,PE,-4.5061,-73.5757,83.1,77,82,3.02,broken clouds
544,Riyadh,SA,24.6877,46.7219,95.14,12,68,14.56,broken clouds
545,Alofi,NU,-19.0595,-169.9187,69.69,100,99,1.14,overcast clouds
546,Bemidji,US,47.4736,-94.8803,39.29,65,100,9.22,overcast clouds
547,Togur,RU,58.3631,82.8265,29.68,99,92,2.17,overcast clouds
548,Jiangkou,CN,25.4872,119.1986,68.5,83,1,0.72,clear sky
549,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,84,40,12.66,scattered clouds
550,Cockburn Town,TC,21.4612,-71.1419,76.82,79,55,25.43,broken clouds
551,Nuqui,CO,5.7125,-77.2708,82.71,81,100,5.17,moderate rain
552,Suntar,RU,62.1444,117.6319,16.38,99,100,1.63,overcast clouds
553,Alexandria,EG,31.2156,29.9553,62.56,59,40,14.97,scattered clouds
554,Ketchikan,US,55.3422,-131.6461,39.67,26,0,3.44,clear sky
555,Perove,UA,44.9333,34.0667,41.43,71,100,10.38,overcast clouds
556,Srikakulam,IN,18.3,83.9,81.09,84,57,11.1,broken clouds
557,Chekhov,RU,55.1431,37.4711,42.69,96,100,8.7,overcast clouds
558,Yelizovo,RU,53.1873,158.3805,23.14,73,0,8.99,clear sky
559,La Palma,US,33.8464,-118.0467,65.91,26,20,24.16,few clouds
560,Stepnyak,KZ,52.8339,70.7803,44.82,47,100,18.45,overcast clouds
561,Kathmandu,NP,27.7167,85.3167,70.02,83,20,4.61,few clouds
562,Yazoo City,US,32.8551,-90.4056,79.7,71,80,13.89,broken clouds
563,Kholodnyy,RU,62.7167,147.95,-17.95,100,72,2.55,broken clouds
564,Abu Dhabi,AE,24.4667,54.3667,87.91,40,0,2.3,clear sky
565,Santa Maria,BR,-29.6842,-53.8069,78.1,61,75,5.75,broken clouds
566,Ostersund,SE,63.1792,14.6357,39.65,56,0,5.99,clear sky
567,Placido De Castro,BR,-10.3353,-67.1856,86.74,69,82,4.74,broken clouds
568,Den Chai,TH,17.9837,100.0522,84.06,39,55,1.86,broken clouds
569,Guiren,CN,33.6697,118.1889,53.1,68,100,11.83,light rain
570,Gulf Gate Estates,US,27.2517,-82.5147,84.06,44,0,13.8,clear sky
571,Imbituba,BR,-28.24,-48.6703,76.82,82,100,2.84,overcast clouds
572,Otane,NZ,-39.8833,176.6333,57.0,96,100,5.23,light rain
573,Liverpool,GB,53.4106,-2.9779,57.78,88,75,11.5,broken clouds
574,Katangli,RU,51.7102,143.2326,26.62,96,100,12.44,light snow
575,Saint Anthony,US,45.0205,-93.218,55.0,46,75,19.57,broken clouds
576,Klerksdorp,ZA,-26.8521,26.6667,66.24,51,66,4.74,broken clouds
577,Trujillo,PE,-8.116,-79.03,66.16,82,100,14.97,fog
578,Sorong,ID,-0.8833,131.25,80.62,80,93,7.43,overcast clouds
579,Bose,IT,45.4612,8.0137,62.15,49,100,2.77,overcast clouds
580,Garden City,US,42.3256,-83.331,66.36,42,20,10.36,few clouds
581,Magna,US,40.7091,-112.1016,36.61,61,75,13.8,broken clouds
582,Bonavista,CA,48.6499,-53.1147,32.41,95,100,32.32,light snow
583,Noyabrsk,RU,63.1994,75.4507,31.51,95,91,14.38,overcast clouds
584,Williams Lake,CA,52.1415,-122.1445,29.77,31,40,8.05,scattered clouds
585,Kingsport,US,36.5484,-82.5618,65.59,84,100,3.0,overcast clouds
586,Bara,NG,10.3744,10.7288,83.7,52,99,11.59,overcast clouds
587,Linxia,CN,35.6003,103.2064,44.26,31,6,0.92,clear sky
588,Ambilobe,MG,-13.2,49.05,75.11,87,25,3.02,scattered clouds
589,Rio Cuarto,AR,-33.1307,-64.3499,51.57,87,100,8.05,overcast clouds
590,Seitin,RO,46.1,20.85,55.54,60,11,7.54,few clouds
591,Dese,ET,11.1333,39.6333,59.11,45,40,1.25,scattered clouds
592,La Baule-Escoublac,FR,47.2922,-2.364,60.46,71,0,6.91,clear sky
593,Voi,KE,-3.3945,38.563,76.51,67,100,10.18,overcast clouds
594,Ambulu,ID,-8.345,113.6058,74.88,89,94,3.91,overcast clouds
595,Wangqing,CN,43.3218,129.7634,37.65,75,100,2.95,overcast clouds
596,Vardo,NO,70.3705,31.1107,30.31,71,76,18.54,broken clouds
597,North Bend,US,43.4065,-124.2243,47.07,90,75,6.91,broken clouds
598,Anchorage,US,61.2181,-149.9003,37.65,71,0,4.61,clear sky
599,Depalpur,IN,22.85,75.55,81.0,16,92,7.47,overcast clouds
600,Mackay,AU,-21.15,149.2,75.18,83,75,5.75,broken clouds
601,Banda Aceh,ID,5.5577,95.3222,81.05,80,60,7.25,broken clouds
602,Lunino,RU,53.5918,45.2271,50.32,88,80,6.22,broken clouds
603,Khategaon,IN,22.6,76.9167,94.53,18,93,8.86,overcast clouds
604,Inegol,TR,40.0781,29.5133,45.68,72,82,2.53,broken clouds
605,Varzelandia,BR,-15.7014,-44.0275,89.22,37,52,1.72,broken clouds
606,Porto Novo,BJ,6.4965,2.6036,85.55,69,85,11.97,overcast clouds
607,Avera,US,33.194,-82.5271,79.38,47,4,7.27,clear sky
608,Reinosa,ES,42.9996,-4.138,53.1,62,91,7.38,overcast clouds
609,Macherla,IN,16.4833,79.4333,84.0,59,57,13.78,broken clouds
610,Kautokeino,NO,69.0125,23.0412,20.5,89,62,0.2,broken clouds
611,Palana,RU,59.1167,159.9667,12.02,91,100,11.86,overcast clouds
612,Huron,US,41.1501,-82.5499,65.66,66,5,7.07,clear sky
613,Grenfell,AU,-33.9,148.1667,51.33,83,80,5.61,broken clouds
614,Valparaiso,CL,-33.0393,-71.6273,70.03,39,0,12.66,clear sky
615,Manggar,ID,-2.8833,108.2667,80.71,75,100,1.25,overcast clouds
616,Xining,CN,36.6167,101.7667,40.12,47,88,6.78,overcast clouds
617,Itarema,BR,-2.9248,-39.9167,82.85,76,99,8.21,overcast clouds
618,Cabra,ES,37.4725,-4.4421,56.66,72,100,9.15,overcast clouds
619,Trelew,AR,-43.249,-65.3051,61.66,27,33,15.79,scattered clouds
620,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,70,20,29.93,few clouds
621,Selikhino,RU,50.3672,137.4996,26.71,92,97,6.67,overcast clouds
622,Abu Samrah,SY,35.3029,37.1841,53.04,73,3,17.76,clear sky
623,Bodden Town,KY,19.2833,-81.25,84.2,76,75,19.57,broken clouds
624,Belyy Yar,RU,53.6039,91.3903,31.89,75,75,2.24,light shower snow
625,Takoradi,GH,4.8845,-1.7554,84.99,71,100,13.02,overcast clouds
626,Marquette,US,46.5333,-87.6335,51.78,51,82,3.33,broken clouds
627,Jagodina,RS,43.9814,21.2622,51.85,64,3,6.02,clear sky
628,Dingle,PH,10.9995,122.6711,72.57,93,100,2.95,overcast clouds
629,Baykit,RU,61.67,96.37,15.42,93,95,2.06,overcast clouds
630,Akyab,MM,20.15,92.9,81.14,77,1,7.23,clear sky
631,Biankouma,CI,7.7391,-7.6138,83.14,62,86,3.94,light rain
632,Porto Velho,BR,-8.7619,-63.9039,84.25,74,75,5.75,moderate rain
633,Peterborough,GB,52.5736,-0.2478,63.9,76,75,16.11,broken clouds
634,Pakxan,LA,18.3778,103.6601,79.14,59,35,3.36,scattered clouds
635,Guayaramerin,BO,-10.8368,-65.3614,87.85,66,40,6.91,scattered clouds
636,Wanaka,NZ,-44.7,169.15,39.11,89,0,1.01,clear sky
637,Kuliyapitiya,LK,7.4688,80.0401,74.88,94,100,3.69,moderate rain
638,Hualmay,PE,-11.0964,-77.6139,72.21,72,27,10.49,scattered clouds
639,Manadhoo,MV,5.7667,73.3833,84.18,73,28,9.31,scattered clouds
640,Alugan,PH,12.2188,125.4808,77.0,91,100,10.47,overcast clouds
641,Byron Bay,AU,-28.65,153.6167,66.09,86,94,9.33,overcast clouds
642,Cam Ranh,VN,11.9214,109.1591,76.96,94,20,0.0,few clouds
643,Dongkan,CN,33.9997,119.8308,51.6,86,100,12.33,moderate rain
644,Eftimie Murgu,RO,44.9003,22.0928,51.53,68,3,5.01,clear sky
645,Ossora,RU,59.2353,163.0719,14.76,95,100,7.4,light snow
646,Mitsamiouli,KM,-11.3847,43.2844,82.69,74,20,10.36,few clouds
647,Bokony,HU,47.7333,21.75,51.46,50,32,1.63,scattered clouds
648,Araouane,ML,18.9048,-3.5265,103.59,5,78,9.62,broken clouds
649,Ca Mau,VN,9.1769,105.15,77.83,86,26,4.03,scattered clouds
650,Manokwari,ID,-0.8667,134.0833,77.99,79,80,4.9,broken clouds
651,Aljezur,PT,37.3191,-8.8033,60.44,69,6,11.63,clear sky
652,Huanren,CN,41.2647,125.3667,39.24,66,100,4.47,overcast clouds
653,Umm Lajj,SA,25.0213,37.2685,75.6,66,100,9.48,overcast clouds
654,El Dorado,US,38.7666,-120.5177,43.79,45,3,1.99,clear sky
655,Aiken,US,33.5835,-81.5998,81.57,44,0,13.8,clear sky
656,Hovd,MN,48.0056,91.6419,35.33,30,0,3.13,clear sky
657,Segou,ML,13.4317,-6.2157,105.1,10,31,6.46,scattered clouds
658,Kralendijk,BQ,12.15,-68.2667,85.98,66,75,21.85,broken clouds
659,Valleyview,CA,55.0667,-117.2859,12.24,73,100,11.5,overcast clouds
660,San Zenon,CO,9.2422,-74.5004,93.42,49,97,5.64,overcast clouds
661,Soligalich,RU,59.0778,42.2864,42.12,100,100,3.4,overcast clouds
662,Dzaoudzi,YT,-12.7887,45.2699,80.49,89,75,3.44,broken clouds
663,Saiha,IN,22.4833,92.9667,68.61,91,17,2.13,few clouds
664,Tchaourou,BJ,8.8865,2.5975,87.04,52,57,14.36,broken clouds
665,Concarneau,FR,47.875,-3.9225,57.81,79,71,12.17,broken clouds
666,Guerrero Negro,MX,27.9769,-114.0611,63.46,67,98,17.74,overcast clouds
667,Marawi,PH,7.9986,124.2928,68.7,92,100,2.68,light rain
668,Whitehorse,CA,60.7161,-135.0538,14.09,61,0,3.44,clear sky
669,Yerbogachen,RU,61.2767,108.0108,13.68,97,20,1.74,few clouds
670,Nanortalik,GL,60.1432,-45.2371,36.57,64,100,5.1,overcast clouds
671,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,83.23,80,93,3.27,overcast clouds
672,Rockland,US,41.1668,-74.0496,67.1,62,79,5.01,broken clouds
673,Dera Ghazi Khan,PK,30.0561,70.6348,89.78,16,3,7.81,clear sky
674,Sao Borja,BR,-28.6606,-56.0044,76.95,69,38,5.93,scattered clouds
675,Kalininsk,RU,51.5,44.4758,54.36,75,28,12.08,scattered clouds
676,Inuvik,CA,68.3499,-133.7218,18.46,45,0,4.61,clear sky
677,Samarai,PG,-10.6167,150.6667,82.9,77,52,11.23,broken clouds
678,Dhadar,IN,28.3305,75.0632,85.5,17,38,9.33,scattered clouds
679,Jieshou,CN,33.2634,115.3611,53.26,86,100,10.63,moderate rain
680,Ixtlan Del Rio,MX,21.0333,-104.3667,82.4,46,50,2.64,scattered clouds
681,Mehran,IR,33.1222,46.1646,77.77,18,70,16.6,broken clouds
682,Synya,RU,65.3718,58.0387,37.38,98,100,8.99,overcast clouds
683,Ambovombe,MG,-25.1667,46.0833,73.85,80,100,19.15,overcast clouds
684,San Jose,US,37.3394,-121.895,56.53,49,20,14.97,few clouds
685,Tuy Hoa,VN,13.0833,109.3,74.07,91,36,2.93,scattered clouds
686,Mayo,US,38.8876,-76.5119,75.78,54,100,8.05,overcast clouds
687,Kachug,RU,53.9606,105.8817,23.38,81,93,3.36,overcast clouds
688,Oranjemund,NA,-28.55,16.4333,66.65,67,0,6.24,clear sky
689,Carbonia,IT,39.1672,8.5222,61.75,79,80,15.68,broken clouds
690,Derzhavinsk,KZ,51.1,66.3167,47.86,64,98,7.61,overcast clouds
691,Ratnagiri,IN,16.9833,73.3,83.97,69,80,8.19,broken clouds
692,Bartica,GY,6.4,-58.6167,82.72,64,96,5.68,overcast clouds
693,Rawson,AR,-43.3002,-65.1023,60.31,31,24,13.82,few clouds
